State,Mode,Year,Commute mode share (percent)
Ohio,Worked at home,2012,0.034462474
Oklahoma,Worked at home,2012,0.033212129
Oregon,Worked at home,2012,0.06155659
Pennsylvania,Worked at home,2012,0.039013688
Rhode Island,Worked at home,2012,0.036056833
South Carolina,Worked at home,2012,0.034110014
South Dakota,Worked at home,2012,0.057693495
Tennessee,Worked at home,2012,0.036584466
Texas,Worked at home,2012,0.039253443
United States,Worked at home,2012,0.043616455
Utah,Worked at home,2012,0.047667153
Vermont,Worked at home,2012,0.072744324
Virginia,Worked at home,2012,0.047325713
Washington,Worked at home,2012,0.05508692
West Virginia,Worked at home,2012,0.028855629
Wisconsin,Worked at home,2012,0.039069766
Wyoming,Worked at home,2012,0.055214381
Alabama,Bicycle,2013,0.000979023
Alaska,Bicycle,2013,0.00995595
Arizona,Bicycle,2013,0.009719904
Arkansas,Bicycle,2013,0.002092847
California,Bicycle,2013,0.011329677
Colorado,Bicycle,2013,0.013062319
Connecticut,Bicycle,2013,0.002978419
Delaware,Bicycle,2013,0.004042102
District of Columbia,Bicycle,2013,0.045400152
Florida,Bicycle,2013,0.006971048
Georgia,Bicycle,2013,0.002281147
Hawaii,Bicycle,2013,0.013499969
Idaho,Bicycle,2013,0.009694291
Illinois,Bicycle,2013,0.005520433
Indiana,Bicycle,2013,0.004832248
Iowa,Bicycle,2013,0.005526304
Kansas,Bicycle,2013,0.003829338
Kentucky,Bicycle,2013,0.002348024
Louisiana,Bicycle,2013,0.005847502
Maine,Bicycle,2013,0.004542485
Maryland,Bicycle,2013,0.00308594
Massachusetts,Bicycle,2013,0.00798151
Michigan,Bicycle,2013,0.004634425
Minnesota,Bicycle,2013,0.007893278
Mississippi,Bicycle,2013,0.001347918
Missouri,Bicycle,2013,0.003231331
Montana,Bicycle,2013,0.015180302
Nebraska,Bicycle,2013,0.004655027
Nevada,Bicycle,2013,0.004193298
New Hampshire,Bicycle,2013,0.00218117
New Jersey,Bicycle,2013,0.003770264
New Mexico,Bicycle,2013,0.009487414
New York,Bicycle,2013,0.006872469
North Carolina,Bicycle,2013,0.002136976
North Dakota,Bicycle,2013,0.005107081
Ohio,Bicycle,2013,0.003307198
Oklahoma,Bicycle,2013,0.002742479
Oregon,Bicycle,2013,0.024400848
Pennsylvania,Bicycle,2013,0.005327753
Rhode Island,Bicycle,2013,0.00525367
South Carolina,Bicycle,2013,0.003225753
South Dakota,Bicycle,2013,0.003636006
Tennessee,Bicycle,2013,0.001817355
Texas,Bicycle,2013,0.003121521
United States,Bicycle,2013,0.00617084
Utah,Bicycle,2013,0.008236908
Vermont,Bicycle,2013,0.009068218
Virginia,Bicycle,2013,0.004682958
Washington,Bicycle,2013,0.008361029
West Virginia,Bicycle,2013,0.000756583
Wisconsin,Bicycle,2013,0.008319425
Wyoming,Bicycle,2013,0.007830708
Alabama,Carpool,2013,0.08533986
Alaska,Carpool,2013,0.129866173
Arizona,Carpool,2013,0.110382795
Arkansas,Carpool,2013,0.101428695
California,Carpool,2013,0.109010636
Colorado,Carpool,2013,0.097127718
Connecticut,Carpool,2013,0.082885409
Delaware,Carpool,2013,0.090784385
District of Columbia,Carpool,2013,0.05305268
Florida,Carpool,2013,0.094193251
Georgia,Carpool,2013,0.103084803
Hawaii,Carpool,2013,0.134587759
Idaho,Carpool,2013,0.095562523
Illinois,Carpool,2013,0.083483014
Indiana,Carpool,2013,0.088145663
Iowa,Carpool,2013,0.085967245
Kansas,Carpool,2013,0.091061063
Kentucky,Carpool,2013,0.095655057
Louisiana,Carpool,2013,0.096487316
Maine,Carpool,2013,0.106227083
Maryland,Carpool,2013,0.090375994
Massachusetts,Carpool,2013,0.074433164
Michigan,Carpool,2013,0.087742493
Minnesota,Carpool,2013,0.085777607
Mississippi,Carpool,2013,0.103302822
Missouri,Carpool,2013,0.092090937
Montana,Carpool,2013,0.101006339
Nebraska,Carpool,2013,0.093141405
Nevada,Carpool,2013,0.105428503
New Hampshire,Carpool,2013,0.081357048
New Jersey,Carpool,2013,0.079942904
New Mexico,Carpool,2013,0.105150822
New York,Carpool,2013,0.068982651
North Carolina,Carpool,2013,0.100300345
North Dakota,Carpool,2013,0.100962865
Ohio,Carpool,2013,0.077877777
Oklahoma,Carpool,2013,0.097060405
Oregon,Carpool,2013,0.102507392
Pennsylvania,Carpool,2013,0.08348136
Rhode Island,Carpool,2013,0.080293097
South Carolina,Carpool,2013,0.089643109
South Dakota,Carpool,2013,0.092028648
Tennessee,Carpool,2013,0.091926234
Texas,Carpool,2013,0.107093572
United States,Carpool,2013,0.09364016
Utah,Carpool,2013,0.118463402
Vermont,Carpool,2013,0.097438832
Virginia,Carpool,2013,0.093738553
Washington,Carpool,2013,0.100689341
West Virginia,Carpool,2013,0.107617534
Wisconsin,Carpool,2013,0.082066001
Wyoming,Carpool,2013,0.108313338
Alabama,Drove alone,2013,0.86361079
Alaska,Drove alone,2013,0.666819462
Arizona,Drove alone,2013,0.762538887
Arkansas,Drove alone,2013,0.834147582
California,Drove alone,2013,0.732126773
Colorado,Drove alone,2013,0.74653265
Connecticut,Drove alone,2013,0.779452998
Delaware,Drove alone,2013,0.803391399
District of Columbia,Drove alone,2013,0.323117845
Florida,Drove alone,2013,0.796402915
Georgia,Drove alone,2013,0.795974052
Hawaii,Drove alone,2013,0.675649792
Idaho,Drove alone,2013,0.788177729
Illinois,Drove alone,2013,0.736225242
Indiana,Drove alone,2013,0.83033814
Iowa,Drove alone,2013,0.808611652
Kansas,Drove alone,2013,0.824263704
Kentucky,Drove alone,2013,0.82767604
Louisiana,Drove alone,2013,0.826052931
Maine,Drove alone,2013,0.77436023
Maryland,Drove alone,2013,0.740134189
Massachusetts,Drove alone,2013,0.718071931
Michigan,Drove alone,2013,0.823795475
Minnesota,Drove alone,2013,0.783856583
Mississippi,Drove alone,2013,0.840464795
Missouri,Drove alone,2013,0.816610906
Montana,Drove alone,2013,0.751392317
Nebraska,Drove alone,2013,0.814842444
Nevada,Drove alone,2013,0.783823354
New Hampshire,Drove alone,2013,0.812097672
New Jersey,Drove alone,2013,0.720161074
New Mexico,Drove alone,2013,0.791851224
New York,Drove alone,2013,0.528136832
North Carolina,Drove alone,2013,0.811114159
North Dakota,Drove alone,2013,0.789712069
Ohio,Drove alone,2013,0.836317856
Oklahoma,Drove alone,2013,0.833703145
Oregon,Drove alone,2013,0.715853305
Pennsylvania,Drove alone,2013,0.768166414
Rhode Island,Drove alone,2013,0.803380158
South Carolina,Drove alone,2013,0.829416682
South Dakota,Drove alone,2013,0.797451284
Tennessee,Drove alone,2013,0.83896704
Texas,Drove alone,2013,0.801635882
United States,Drove alone,2013,0.764377424
Utah,Drove alone,2013,0.760064953
Vermont,Drove alone,2013,0.753622359
Virginia,Drove alone,2013,0.774484372
Washington,Drove alone,2013,0.726990086
West Virginia,Drove alone,2013,0.815215037
Wisconsin,Drove alone,2013,0.805216029
Wyoming,Drove alone,2013,0.770565062
Alabama,Public transportation,2013,0.004835628
Alaska,Public transportation,2013,0.018416551
Arizona,Public transportation,2013,0.023593086
Arkansas,Public transportation,2013,0.00474406
California,Public transportation,2013,0.053142801
Colorado,Public transportation,2013,0.033466373
Connecticut,Public transportation,2013,0.051341585
Delaware,Public transportation,2013,0.03522437
District of Columbia,Public transportation,2013,0.384883379
Florida,Public transportation,2013,0.021009155
Georgia,Public transportation,2013,0.020753098
Hawaii,Public transportation,2013,0.061225734
Idaho,Public transportation,2013,0.006944993
Illinois,Public transportation,2013,0.091345886
Indiana,Public transportation,2013,0.01184832
Iowa,Public transportation,2013,0.010974418
Kansas,Public transportation,2013,0.005084906
Kentucky,Public transportation,2013,0.010513876
Louisiana,Public transportation,2013,0.01338818
Maine,Public transportation,2013,0.006856642
Maryland,Public transportation,2013,0.091142643
Massachusetts,Public transportation,2013,0.098861713
Michigan,Public transportation,2013,0.01530048
Minnesota,Public transportation,2013,0.035800068
Mississippi,Public transportation,2013,0.004461167
Missouri,Public transportation,2013,0.016167829
Montana,Public transportation,2013,0.00683587
Nebraska,Public transportation,2013,0.007892487
Nevada,Public transportation,2013,0.033660299
New Hampshire,Public transportation,2013,0.010032201
New Jersey,Public transportation,2013,0.111179117
New Mexico,Public transportation,2013,0.010957327
New York,Public transportation,2013,0.279439139
North Carolina,Public transportation,2013,0.01129771
North Dakota,Public transportation,2013,0.004333281
Ohio,Public transportation,2013,0.01686375
Oklahoma,Public transportation,2013,0.005305923
Oregon,Public transportation,2013,0.042895244
Pennsylvania,Public transportation,2013,0.055799951
Rhode Island,Public transportation,2013,0.026555274
South Carolina,Public transportation,2013,0.007050554
South Dakota,Public transportation,2013,0.002940646
Tennessee,Public transportation,2013,0.007472798
Texas,Public transportation,2013,0.015743625
United States,Public transportation,2013,0.051714018
Utah,Public transportation,2013,0.023217695
Vermont,Public transportation,2013,0.011920319
Virginia,Public transportation,2013,0.044046387
Washington,Public transportation,2013,0.062754056
West Virginia,Public transportation,2013,0.0070055
Wisconsin,Public transportation,2013,0.019801777
Wyoming,Public transportation,2013,0.015314225
Alabama,"Taxi, motorcycle, or other",2013,0.009511446
Alaska,"Taxi, motorcycle, or other",2013,0.043750839
Arizona,"Taxi, motorcycle, or other",2013,0.018494793
Arkansas,"Taxi, motorcycle, or other",2013,0.012785988
California,"Taxi, motorcycle, or other",2013,0.014637424
Colorado,"Taxi, motorcycle, or other",2013,0.011541279
Connecticut,"Taxi, motorcycle, or other",2013,0.008570082
Delaware,"Taxi, motorcycle, or other",2013,0.007663939
District of Columbia,"Taxi, motorcycle, or other",2013,0.013360114
Florida,"Taxi, motorcycle, or other",2013,0.015378781
Georgia,"Taxi, motorcycle, or other",2013,0.014306045
Hawaii,"Taxi, motorcycle, or other",2013,0.028864771
Idaho,"Taxi, motorcycle, or other",2013,0.013726405
Illinois,"Taxi, motorcycle, or other",2013,0.010008935
Indiana,"Taxi, motorcycle, or other",2013,0.011777386
Iowa,"Taxi, motorcycle, or other",2013,0.010129835
Kansas,"Taxi, motorcycle, or other",2013,0.011106448
Kentucky,"Taxi, motorcycle, or other",2013,0.009212633
Louisiana,"Taxi, motorcycle, or other",2013,0.017225541
Maine,"Taxi, motorcycle, or other",2013,0.011759919
Maryland,"Taxi, motorcycle, or other",2013,0.009137002
Massachusetts,"Taxi, motorcycle, or other",2013,0.008658836
Michigan,"Taxi, motorcycle, or other",2013,0.008449194
Minnesota,"Taxi, motorcycle, or other",2013,0.008588036
Mississippi,"Taxi, motorcycle, or other",2013,0.01583126
Missouri,"Taxi, motorcycle, or other",2013,0.010795016
Montana,"Taxi, motorcycle, or other",2013,0.012903782
Nebraska,"Taxi, motorcycle, or other",2013,0.008261285
Nevada,"Taxi, motorcycle, or other",2013,0.015025114
New Hampshire,"Taxi, motorcycle, or other",2013,0.009109852
New Jersey,"Taxi, motorcycle, or other",2013,0.01620052
New Mexico,"Taxi, motorcycle, or other",2013,0.016271897
New York,"Taxi, motorcycle, or other",2013,0.012941242
North Carolina,"Taxi, motorcycle, or other",2013,0.011327834
North Dakota,"Taxi, motorcycle, or other",2013,0.010946693
Ohio,"Taxi, motorcycle, or other",2013,0.008375499
Oklahoma,"Taxi, motorcycle, or other",2013,0.01077151
Oregon,"Taxi, motorcycle, or other",2013,0.010886638
Pennsylvania,"Taxi, motorcycle, or other",2013,0.009413976
Rhode Island,"Taxi, motorcycle, or other",2013,0.012767111
South Carolina,"Taxi, motorcycle, or other",2013,0.012698165
South Dakota,"Taxi, motorcycle, or other",2013,0.009882538
Tennessee,"Taxi, motorcycle, or other",2013,0.010796274
Texas,"Taxi, motorcycle, or other",2013,0.01523313
United States,"Taxi, motorcycle, or other",2013,0.012543971
Utah,"Taxi, motorcycle, or other",2013,0.013086963
Vermont,"Taxi, motorcycle, or other",2013,0.007351234
Virginia,"Taxi, motorcycle, or other",2013,0.012942216
Washington,"Taxi, motorcycle, or other",2013,0.013186415
West Virginia,"Taxi, motorcycle, or other",2013,0.010868271
Wisconsin,"Taxi, motorcycle, or other",2013,0.008554359
Wyoming,"Taxi, motorcycle, or other",2013,0.0152661
Alabama,Walked,2013,0.010488957
Alaska,Walked,2013,0.088228389
Arizona,Walked,2013,0.020687244
Arkansas,Walked,2013,0.016523683
California,Walked,2013,0.027331738
Colorado,Walked,2013,0.029349476
Connecticut,Walked,2013,0.031498322
Delaware,Walked,2013,0.02148075
District of Columbia,Walked,2013,0.136336784
Florida,Walked,2013,0.015264574
Georgia,Walked,2013,0.015026578
Hawaii,Walked,2013,0.042125316
Idaho,Walked,2013,0.030824861
Illinois,Walked,2013,0.031404611
Indiana,Walked,2013,0.019898817
Iowa,Walked,2013,0.037174606
Kansas,Walked,2013,0.024765787
Kentucky,Walked,2013,0.022579709
Louisiana,Walked,2013,0.017126268
Maine,Walked,2013,0.039124499
Maryland,Walked,2013,0.023721319
Massachusetts,Walked,2013,0.04765216
Michigan,Walked,2013,0.021594568
Minnesota,Walked,2013,0.02925773
Mississippi,Walked,2013,0.01530039
Missouri,Walked,2013,0.019940298
Montana,Walked,2013,0.052763909
Nebraska,Walked,2013,0.027424114
Nevada,Walked,2013,0.022267718
New Hampshire,Walked,2013,0.031032234
New Jersey,Walked,2013,0.028815353
New Mexico,Walked,2013,0.022582587
New York,Walked,2013,0.063699622
North Carolina,Walked,2013,0.018552113
North Dakota,Walked,2013,0.04530342
Ohio,Walked,2013,0.022405763
Oklahoma,Walked,2013,0.016825862
Oregon,Walked,2013,0.040253924
Pennsylvania,Walked,2013,0.038994234
Rhode Island,Walked,2013,0.04058287
South Carolina,Walked,2013,0.024872829
South Dakota,Walked,2013,0.041651351
Tennessee,Walked,2013,0.01354275
Texas,Walked,2013,0.016037778
United States,Walked,2013,0.0279826
Utah,Walked,2013,0.025529903
Vermont,Walked,2013,0.052558783
Virginia,Walked,2013,0.024744426
Washington,Walked,2013,0.034877407
West Virginia,Walked,2013,0.027697172
Wisconsin,Walked,2013,0.03540876
Wyoming,Walked,2013,0.045664235
Alabama,Worked at home,2013,0.025234295
Alaska,Worked at home,2013,0.042962636
Arizona,Worked at home,2013,0.054583291
Arkansas,Worked at home,2013,0.028277145
California,Worked at home,2013,0.05242095
Colorado,Worked at home,2013,0.068920186
Connecticut,Worked at home,2013,0.043273185
Delaware,Worked at home,2013,0.037413055
District of Columbia,Worked at home,2013,0.043849046
Florida,Worked at home,2013,0.050780276
Georgia,Worked at home,2013,0.048574278
Hawaii,Worked at home,2013,0.04404666
Idaho,Worked at home,2013,0.055069199
Illinois,Worked at home,2013,0.042011879
Indiana,Worked at home,2013,0.033159428
Iowa,Worked at home,2013,0.04161594
Kansas,Worked at home,2013,0.039888756
Kentucky,Worked at home,2013,0.032014661
Louisiana,Worked at home,2013,0.023872262
Maine,Worked at home,2013,0.057129143
Maryland,Worked at home,2013,0.042402913
Massachusetts,Worked at home,2013,0.044340686
Michigan,Worked at home,2013,0.038483365
Minnesota,Worked at home,2013,0.048826698
Mississippi,Worked at home,2013,0.019291649
Missouri,Worked at home,2013,0.041163683
Montana,Worked at home,2013,0.059917481
Nebraska,Worked at home,2013,0.043783239
Nevada,Worked at home,2013,0.035601715
New Hampshire,Worked at home,2013,0.054189824
New Jersey,Worked at home,2013,0.039930768
New Mexico,Worked at home,2013,0.043698728
New York,Worked at home,2013,0.039928045
North Carolina,Worked at home,2013,0.045270863
North Dakota,Worked at home,2013,0.043634591
Ohio,Worked at home,2013,0.034852158
Oklahoma,Worked at home,2013,0.033590676
Oregon,Worked at home,2013,0.063202648
Pennsylvania,Worked at home,2013,0.038816313
Rhode Island,Worked at home,2013,0.031167819
South Carolina,Worked at home,2013,0.033092907
South Dakota,Worked at home,2013,0.052409527
Tennessee,Worked at home,2013,0.035477549
Texas,Worked at home,2013,0.041134492
United States,Worked at home,2013,0.043570987
Utah,Worked at home,2013,0.051400175
Vermont,Worked at home,2013,0.068040254
Virginia,Worked at home,2013,0.045361089
Washington,Worked at home,2013,0.053141666
West Virginia,Worked at home,2013,0.030839902
Wisconsin,Worked at home,2013,0.040633648
Wyoming,Worked at home,2013,0.037046331
Alabama,Bicycle,2014,0.0016967
Alaska,Bicycle,2014,0.009133907
Arizona,Bicycle,2014,0.010862087
Arkansas,Bicycle,2014,0.002280595
California,Bicycle,2014,0.011579244
Colorado,Bicycle,2014,0.013381695
Connecticut,Bicycle,2014,0.003252484
Delaware,Bicycle,2014,0.002428893
District of Columbia,Bicycle,2014,0.03885595
Florida,Bicycle,2014,0.007446195
Georgia,Bicycle,2014,0.002417291
Hawaii,Bicycle,2014,0.011043888
Idaho,Bicycle,2014,0.011507591
Illinois,Bicycle,2014,0.006159079
Indiana,Bicycle,2014,0.004466842
Iowa,Bicycle,2014,0.004887775
Kansas,Bicycle,2014,0.003341555
Kentucky,Bicycle,2014,0.0026113
Louisiana,Bicycle,2014,0.004919209
Maine,Bicycle,2014,0.004953821
Maryland,Bicycle,2014,0.003496198
Massachusetts,Bicycle,2014,0.008146314
Michigan,Bicycle,2014,0.004237984
Minnesota,Bicycle,2014,0.008866745
Mississippi,Bicycle,2014,0.001073106
Missouri,Bicycle,2014,0.002635859
Montana,Bicycle,2014,0.011699847
Nebraska,Bicycle,2014,0.004486191
Nevada,Bicycle,2014,0.004767364
New Hampshire,Bicycle,2014,0.003055268
New Jersey,Bicycle,2014,0.00355664
New Mexico,Bicycle,2014,0.008444177
New York,Bicycle,2014,0.006347096
North Carolina,Bicycle,2014,0.002509814
North Dakota,Bicycle,2014,0.002861591
Ohio,Bicycle,2014,0.003163734
Oklahoma,Bicycle,2014,0.002937522
Oregon,Bicycle,2014,0.025701012
Pennsylvania,Bicycle,2014,0.004833331
Rhode Island,Bicycle,2014,0.005195715
South Carolina,Bicycle,2014,0.003182793
South Dakota,Bicycle,2014,0.00442616
Tennessee,Bicycle,2014,0.001464398
Texas,Bicycle,2014,0.002748298
United States,Bicycle,2014,0.006200445
Utah,Bicycle,2014,0.007483976
Vermont,Bicycle,2014,0.006056651
Virginia,Bicycle,2014,0.004350134
Washington,Bicycle,2014,0.009883586
West Virginia,Bicycle,2014,0.002643509
Wisconsin,Bicycle,2014,0.007927705
Wyoming,Bicycle,2014,0.009402399
Alabama,Carpool,2014,0.085645498
Alaska,Carpool,2014,0.120322039
Arizona,Carpool,2014,0.104437362
Arkansas,Carpool,2014,0.108849988
California,Carpool,2014,0.10508037
Colorado,Carpool,2014,0.096280024
Connecticut,Carpool,2014,0.080764917
Delaware,Carpool,2014,0.076206511
District of Columbia,Carpool,2014,0.055867453
Florida,Carpool,2014,0.090676792
Georgia,Carpool,2014,0.101444132
Hawaii,Carpool,2014,0.135288359
Idaho,Carpool,2014,0.097630452
Illinois,Carpool,2014,0.079782913
Indiana,Carpool,2014,0.090131452
Iowa,Carpool,2014,0.086139444
Kansas,Carpool,2014,0.095013953
Kentucky,Carpool,2014,0.099545484
Louisiana,Carpool,2014,0.097823571
Maine,Carpool,2014,0.107422588
Maryland,Carpool,2014,0.092776766
Massachusetts,Carpool,2014,0.074092417
Michigan,Carpool,2014,0.089338559
Minnesota,Carpool,2014,0.088149181
Mississippi,Carpool,2014,0.087347799
Missouri,Carpool,2014,0.08868545
Montana,Carpool,2014,0.104135393
Nebraska,Carpool,2014,0.095354038
Nevada,Carpool,2014,0.104407624
New Hampshire,Carpool,2014,0.078127347
New Jersey,Carpool,2014,0.07930534
New Mexico,Carpool,2014,0.095221614
New York,Carpool,2014,0.065349523
North Carolina,Carpool,2014,0.096885244
North Dakota,Carpool,2014,0.083482803
Ohio,Carpool,2014,0.078266025
Oklahoma,Carpool,2014,0.104609195
Oregon,Carpool,2014,0.107800983
Pennsylvania,Carpool,2014,0.085308523
Rhode Island,Carpool,2014,0.074210647
South Carolina,Carpool,2014,0.092977127
South Dakota,Carpool,2014,0.09156804
Tennessee,Carpool,2014,0.092411689
Texas,Carpool,2014,0.105985991
United States,Carpool,2014,0.092420434
Utah,Carpool,2014,0.118400803
Vermont,Carpool,2014,0.087419444
Virginia,Carpool,2014,0.093119986
Washington,Carpool,2014,0.101412502
West Virginia,Carpool,2014,0.097312797
Wisconsin,Carpool,2014,0.081654315
Wyoming,Carpool,2014,0.110303476
Alabama,Drove alone,2014,0.858899905
Alaska,Drove alone,2014,0.694524945
Arizona,Drove alone,2014,0.769272904
Arkansas,Drove alone,2014,0.82530804
California,Drove alone,2014,0.734816133
Colorado,Drove alone,2014,0.756280397
Connecticut,Drove alone,2014,0.781314361
Delaware,Drove alone,2014,0.815036134
District of Columbia,Drove alone,2014,0.35133008
Florida,Drove alone,2014,0.797401711
Georgia,Drove alone,2014,0.795794406
Hawaii,Drove alone,2014,0.663505712
Idaho,Drove alone,2014,0.789296723
Illinois,Drove alone,2014,0.734466734
Indiana,Drove alone,2014,0.831530588
Iowa,Drove alone,2014,0.808054383
Kansas,Drove alone,2014,0.821424842
Kentucky,Drove alone,2014,0.818539961
Louisiana,Drove alone,2014,0.822318163
Maine,Drove alone,2014,0.773153202
Maryland,Drove alone,2014,0.738852386
Massachusetts,Drove alone,2014,0.712226274
Michigan,Drove alone,2014,0.823091903
Minnesota,Drove alone,2014,0.776997472
Mississippi,Drove alone,2014,0.855272802
Missouri,Drove alone,2014,0.817660686
Montana,Drove alone,2014,0.747071966
Nebraska,Drove alone,2014,0.817465452
Nevada,Drove alone,2014,0.775602505
New Hampshire,Drove alone,2014,0.813939312
New Jersey,Drove alone,2014,0.717426858
New Mexico,Drove alone,2014,0.803125079
New York,Drove alone,2014,0.531080626
North Carolina,Drove alone,2014,0.813594884
North Dakota,Drove alone,2014,0.812550342
Ohio,Drove alone,2014,0.835591821
Oklahoma,Drove alone,2014,0.82329506
Oregon,Drove alone,2014,0.704866759
Pennsylvania,Drove alone,2014,0.763973813
Rhode Island,Drove alone,2014,0.802994315
South Carolina,Drove alone,2014,0.826974278
South Dakota,Drove alone,2014,0.791594198
Tennessee,Drove alone,2014,0.834094092
Texas,Drove alone,2014,0.803929419
United States,Drove alone,2014,0.764550194
Utah,Drove alone,2014,0.760428038
Vermont,Drove alone,2014,0.763223109
Virginia,Drove alone,2014,0.777238048
Washington,Drove alone,2014,0.723516118
West Virginia,Drove alone,2014,0.829667104
Wisconsin,Drove alone,2014,0.808791076
Wyoming,Drove alone,2014,0.768019014
Alabama,Public transportation,2014,0.004122692
Alaska,Public transportation,2014,0.013092583
Arizona,Public transportation,2014,0.020347211
Arkansas,Public transportation,2014,0.00325845
California,Public transportation,2014,0.052995997
Colorado,Public transportation,2014,0.032953528
Connecticut,Public transportation,2014,0.047994811
Delaware,Public transportation,2014,0.02906161
District of Columbia,Public transportation,2014,0.360596627
Florida,Public transportation,2014,0.020773086
Georgia,Public transportation,2014,0.021098315
Hawaii,Public transportation,2014,0.071883019
Idaho,Public transportation,2014,0.008036137
Illinois,Public transportation,2014,0.094014159
Indiana,Public transportation,2014,0.010742257
Iowa,Public transportation,2014,0.010435473
Kansas,Public transportation,2014,0.004858218
Kentucky,Public transportation,2014,0.011449912
Louisiana,Public transportation,2014,0.014498457
Maine,Public transportation,2014,0.008159788
Maryland,Public transportation,2014,0.09027176
Massachusetts,Public transportation,2014,0.097983385
Michigan,Public transportation,2014,0.015322488
Minnesota,Public transportation,2014,0.036550467
Mississippi,Public transportation,2014,0.002657692
Missouri,Public transportation,2014,0.015618726
Montana,Public transportation,2014,0.010737318
Nebraska,Public transportation,2014,0.006588221
Nevada,Public transportation,2014,0.042520201
New Hampshire,Public transportation,2014,0.007450769
New Jersey,Public transportation,2014,0.109964805
New Mexico,Public transportation,2014,0.01253103
New York,Public transportation,2014,0.282873497
North Carolina,Public transportation,2014,0.011389515
North Dakota,Public transportation,2014,0.00665989
Ohio,Public transportation,2014,0.017021955
Oklahoma,Public transportation,2014,0.004295488
Oregon,Public transportation,2014,0.046529254
Pennsylvania,Public transportation,2014,0.057415025
Rhode Island,Public transportation,2014,0.030123272
South Carolina,Public transportation,2014,0.007206493
South Dakota,Public transportation,2014,0.005454112
Tennessee,Public transportation,2014,0.008568614
Texas,Public transportation,2014,0.016065218
United States,Public transportation,2014,0.052103661
Utah,Public transportation,2014,0.025259442
Vermont,Public transportation,2014,0.011303015
Virginia,Public transportation,2014,0.047019443
Washington,Public transportation,2014,0.063420883
West Virginia,Public transportation,2014,0.007387077
Wisconsin,Public transportation,2014,0.018979448
Wyoming,Public transportation,2014,0.016147819
Alabama,"Taxi, motorcycle, or other",2014,0.009686534
Alaska,"Taxi, motorcycle, or other",2014,0.044208
Arizona,"Taxi, motorcycle, or other",2014,0.018036144
Arkansas,"Taxi, motorcycle, or other",2014,0.009451265
California,"Taxi, motorcycle, or other",2014,0.014464217
Colorado,"Taxi, motorcycle, or other",2014,0.009462554
Connecticut,"Taxi, motorcycle, or other",2014,0.009041475
Delaware,"Taxi, motorcycle, or other",2014,0.010573504
District of Columbia,"Taxi, motorcycle, or other",2014,0.012691583
Florida,"Taxi, motorcycle, or other",2014,0.015366903
Georgia,"Taxi, motorcycle, or other",2014,0.01411719
Hawaii,"Taxi, motorcycle, or other",2014,0.027176426
Idaho,"Taxi, motorcycle, or other",2014,0.009752267
Illinois,"Taxi, motorcycle, or other",2014,0.010980272
Indiana,"Taxi, motorcycle, or other",2014,0.009535992
Iowa,"Taxi, motorcycle, or other",2014,0.009281725
Kansas,"Taxi, motorcycle, or other",2014,0.010448841
Kentucky,"Taxi, motorcycle, or other",2014,0.011553683
Louisiana,"Taxi, motorcycle, or other",2014,0.015537152
Maine,"Taxi, motorcycle, or other",2014,0.012753388
Maryland,"Taxi, motorcycle, or other",2014,0.009779489
Massachusetts,"Taxi, motorcycle, or other",2014,0.010708932
Michigan,"Taxi, motorcycle, or other",2014,0.009150197
Minnesota,"Taxi, motorcycle, or other",2014,0.00907768
Mississippi,"Taxi, motorcycle, or other",2014,0.016180997
Missouri,"Taxi, motorcycle, or other",2014,0.010596152
Montana,"Taxi, motorcycle, or other",2014,0.008914656
Nebraska,"Taxi, motorcycle, or other",2014,0.007115279
Nevada,"Taxi, motorcycle, or other",2014,0.019835362
New Hampshire,"Taxi, motorcycle, or other",2014,0.011363554
New Jersey,"Taxi, motorcycle, or other",2014,0.016629108
New Mexico,"Taxi, motorcycle, or other",2014,0.012473727
New York,"Taxi, motorcycle, or other",2014,0.012059351
North Carolina,"Taxi, motorcycle, or other",2014,0.010397415
North Dakota,"Taxi, motorcycle, or other",2014,0.006922374
Ohio,"Taxi, motorcycle, or other",2014,0.007711039
Oklahoma,"Taxi, motorcycle, or other",2014,0.011554601
Oregon,"Taxi, motorcycle, or other",2014,0.011902976
Pennsylvania,"Taxi, motorcycle, or other",2014,0.00876977
Rhode Island,"Taxi, motorcycle, or other",2014,0.009799614
South Carolina,"Taxi, motorcycle, or other",2014,0.013360555
South Dakota,"Taxi, motorcycle, or other",2014,0.009274514
Tennessee,"Taxi, motorcycle, or other",2014,0.011601062
Texas,"Taxi, motorcycle, or other",2014,0.015331915
United States,"Taxi, motorcycle, or other",2014,0.012375718
Utah,"Taxi, motorcycle, or other",2014,0.010016534
Vermont,"Taxi, motorcycle, or other",2014,0.006189071
Virginia,"Taxi, motorcycle, or other",2014,0.012200161
Washington,"Taxi, motorcycle, or other",2014,0.012219426
West Virginia,"Taxi, motorcycle, or other",2014,0.008691081
Wisconsin,"Taxi, motorcycle, or other",2014,0.00966274
Wyoming,"Taxi, motorcycle, or other",2014,0.012454381
Alabama,Walked,2014,0.011438031
Alaska,Walked,2014,0.079980847
Arizona,Walked,2014,0.019955205
Arkansas,Walked,2014,0.017743027
California,Walked,2014,0.027109882
Colorado,Walked,2014,0.02661383
Connecticut,Walked,2014,0.031414054
Delaware,Walked,2014,0.022331553
District of Columbia,Walked,2014,0.131069603
Florida,Walked,2014,0.014392634
